step,generated_token_id,generated_token,source_length,top_source_pos,top_source_group,top_source_token_id,top_source_token,top_source_weight,max_group,image_mass,prompt_mass,context_other_mass,generated_prefix_mass,prompt_top1_ratio,prompt_top5_ratio,prompt_effective_token_count,prompt_effective_fraction
14,13,.,233,0,context_other,151644,<|im_start|>,0.37850525975227356,context_other,0.14882996678352356,0.008727652952075005,0.481031209230423,0.3701835572719574,0.39870965397771013,1.0,2.9432726588187843,0.9810908862729281
15,576,ĠThe,234,0,context_other,151644,<|im_start|>,0.37443575263023376,context_other,0.10424910485744476,0.024006852880120277,0.5186152458190918,0.37708479166030884,0.3581384172547777,1.0,2.987407284551975,0.9958024281839917
16,6869,Ġhair,235,0,context_other,151644,<|im_start|>,0.3862703740596771,context_other,0.11689998209476471,0.015480343252420425,0.4725314974784851,0.41055160760879517,0.4076777180359492,1.0,2.92716467455627,0.9757215581854233
17,374,Ġis,236,0,context_other,151644,<|im_start|>,0.37555596232414246,context_other,0.1252935379743576,0.008194208145141602,0.4664079546928406,0.4082489013671875,0.44077187790959876,1.0,2.851159911191141,0.9503866370637137
18,43794,Ġdepicted,237,0,context_other,151644,<|im_start|>,0.37205007672309875,context_other,0.12352197617292404,0.008118846453726292,0.45848187804222107,0.4179702401161194,0.36768043640726833,1.0,2.9825940536905358,0.9941980178968453
19,304,Ġin,238,0,context_other,151644,<|im_start|>,0.3881940245628357,context_other,0.10311020910739899,0.010368498042225838,0.4836716055870056,0.41324546933174133,0.4255352736751432,1.0,2.8837327310685223,0.9612442436895074
20,32976,Ġvibrant,239,0,context_other,151644,<|im_start|>,0.3760986924171448,context_other,0.12606117129325867,0.007551240734755993,0.4584204852581024,0.41543906927108765,0.42209308291491343,1.0,2.8941368396677345,0.9647122798892448
21,11,",",240,0,context_other,151644,<|im_start|>,0.4132927358150482,context_other,0.1276446431875229,0.0070561994798481464,0.49406591057777405,0.3783020079135895,0.4311607289161743,1.0,2.8697213796079617,0.9565737932026539
22,92278,Ġswirling,241,0,context_other,151644,<|im_start|>,0.3888992965221405,context_other,0.11429253220558167,0.005651761777698994,0.4698585271835327,0.4158315658569336,0.4249285618122205,1.0,2.8896117887240003,0.9632039295746667
23,7987,Ġcolors,242,0,context_other,151644,<|im_start|>,0.38711661100387573,context_other,0.11422476917505264,0.004645942710340023,0.46500200033187866,0.4207782745361328,0.4570489820374406,1.0,2.8028563212143722,0.9342854404047908
24,11,",",243,0,context_other,151644,<|im_start|>,0.36255210638046265,context_other,0.09851786494255066,0.005436224862933159,0.45730891823768616,0.44416460394859314,0.4329340141734717,1.0,2.8671016783430585,0.9557005594476862
25,2670,Ġincluding,244,0,context_other,151644,<|im_start|>,0.33799317479133606,generated_prefix,0.08339637517929077,0.008262699469923973,0.43715694546699524,0.47942763566970825,0.3564003450854294,1.0,2.992432562743629,0.997477520914543
26,36099,Ġshades,245,0,context_other,151644,<|im_start|>,0.3964170515537262,context_other,0.10847507417201996,0.005285318940877914,0.4760640859603882,0.41551658511161804,0.3859847141919709,1.0,2.9448442579146277,0.9816147526382092
27,315,Ġof,246,0,context_other,151644,<|im_start|>,0.4314923584461212,context_other,0.07095767557621002,0.005375065375119448,0.5263257026672363,0.402649849653244,0.4395732342013876,1.0,2.8293584913737146,0.9431194971245715
28,6303,Ġblue,247,0,context_other,151644,<|im_start|>,0.416922926902771,context_other,0.12499914318323135,0.00445951335132122,0.4931353032588959,0.3818433880805969,0.4542228497153309,1.0,2.8126515101387053,0.9375505033795685
29,11,",",248,0,context_other,151644,<|im_start|>,0.3691638708114624,context_other,0.1214781403541565,0.0040994491428136826,0.4606497287750244,0.41784125566482544,0.4736355994774806,1.0,2.750091609182823,0.916697203060941
30,18575,Ġorange,249,0,context_other,151644,<|im_start|>,0.3618522882461548,generated_prefix,0.11704061925411224,0.004003720823675394,0.4381738603115082,0.4447854161262512,0.39424864138731147,1.0,2.9400231195669906,0.9800077065223302
31,11,",",250,0,context_other,151644,<|im_start|>,0.3725378215312958,context_other,0.10709325969219208,0.003635887987911701,0.4647175371646881,0.42821669578552246,0.4397559685502452,1.0,2.8274917401709065,0.9424972467236356
32,323,Ġand,251,0,context_other,151644,<|im_start|>,0.35066497325897217,generated_prefix,0.10592679679393768,0.004390857648104429,0.428014874458313,0.4660952687263489,0.39162909316125966,1.0,2.9472893644729936,0.9824297881576646
33,18217,Ġpink,252,0,context_other,151644,<|im_start|>,0.35246792435646057,generated_prefix,0.09303132444620132,0.004081062972545624,0.42748263478279114,0.47947007417678833,0.4013661373963717,1.0,2.9335796626240915,0.9778598875413639
34,11,",",253,0,context_other,151644,<|im_start|>,0.31563088297843933,generated_prefix,0.09579939395189285,0.0046280501410365105,0.3991660177707672,0.5049863457679749,0.4747772386262859,1.0,2.7474047298278808,0.9158015766092936
35,6825,Ġcreating,254,0,context_other,151644,<|im_start|>,0.3057812452316284,generated_prefix,0.07378603518009186,0.005753205623477697,0.4002740979194641,0.525926947593689,0.4300476369121115,1.0,2.8784270408953234,0.9594756802984411
36,264,Ġa,255,0,context_other,151644,<|im_start|>,0.37512481212615967,generated_prefix,0.06586674600839615,0.006134874187409878,0.4645031988620758,0.46964797377586365,0.4179012067364467,1.0,2.9064085940151494,0.9688028646717165
37,8741,Ġdynamic,256,0,context_other,151644,<|im_start|>,0.3696692883968353,generated_prefix,0.07911672443151474,0.006480179727077484,0.45321932435035706,0.46766939759254456,0.47737534564331335,1.0,2.740224779124429,0.913408259708143
38,323,Ġand,257,0,context_other,151644,<|im_start|>,0.3962026834487915,context_other,0.06129591912031174,0.006068980786949396,0.47729572653770447,0.4613800048828125,0.46286103538262036,1.0,2.7879705516492126,0.9293235172164042
39,48177,Ġlively,258,0,context_other,151644,<|im_start|>,0.38690653443336487,context_other,0.05987155809998512,0.0060807084664702415,0.47491079568862915,0.46516963839530945,0.4280771149395377,1.0,2.880448458175684,0.9601494860585613
40,2456,Ġeffect,259,0,context_other,151644,<|im_start|>,0.36640676856040955,generated_prefix,0.061658553779125214,0.006909264251589775,0.44176092743873596,0.49660417437553406,0.45931523517522993,1.0,2.7955239940795678,0.9318413313598559
41,13,.,260,0,context_other,151644,<|im_start|>,0.34762459993362427,generated_prefix,0.05019429326057434,0.006048962473869324,0.43610259890556335,0.5136723518371582,0.43091064790522715,1.0,2.872722997302709,0.9575743324342363
42,576,ĠThe,261,0,context_other,151644,<|im_start|>,0.3405669629573822,generated_prefix,0.08831663429737091,0.01456549670547247,0.45284754037857056,0.4588095247745514,0.3483081997774493,1.0,2.9916115477114635,0.9972038492371545
43,4004,Ġbackground,262,0,context_other,151644,<|im_start|>,0.3509680926799774,generated_prefix,0.09681094437837601,0.009866895154118538,0.41695600748062134,0.4862462282180786,0.45851625060479506,1.0,2.802108153511018,0.9340360511703394
44,374,Ġis,263,0,context_other,151644,<|im_start|>,0.3859380781650543,context_other,0.10165995359420776,0.008977236226201057,0.47554129362106323,0.4228242039680481,0.5606075648749683,1.0,2.4324834866937497,0.8108278288979166
45,264,Ġa,264,0,context_other,151644,<|im_start|>,0.3671206533908844,context_other,0.09967760741710663,0.0070551540702581406,0.4514939785003662,0.4488189220428467,0.48248904284307104,1.0,2.7251481982913015,0.9083827327637671
46,8413,Ġsoft,265,0,context_other,151644,<|im_start|>,0.37584102153778076,context_other,0.10406852513551712,0.005873900838196278,0.4548465311527252,0.44101575016975403,0.5229577506325062,1.0,2.5795665258703258,0.859855508623442
47,11,",",266,0,context_other,151644,<|im_start|>,0.38967907428741455,context_other,0.1013350561261177,0.0050924113020300865,0.46097931265830994,0.43774303793907166,0.5252788301250838,1.0,2.5639348995433697,0.8546449665144565
48,3267,Ġpast,267,0,context_other,151644,<|im_start|>,0.36238276958465576,generated_prefix,0.09122112393379211,0.004118563607335091,0.43431535363197327,0.47442716360092163,0.4926847590176457,1.0,2.6906074415807333,0.8968691471935778
49,301,el,268,0,context_other,151644,<|im_start|>,0.41649502515792847,context_other,0.07299351692199707,0.004422296769917011,0.5233161449432373,0.40368473529815674,0.4961726621886718,1.0,2.668826349344988,0.889608783114996
50,20169,Ġgradient,269,0,context_other,151644,<|im_start|>,0.36392149329185486,generated_prefix,0.09146073460578918,0.004760527517646551,0.43409401178359985,0.4744942784309387,0.5475064204739144,1.0,2.479449382229562,0.826483127409854
51,11,",",270,0,context_other,151644,<|im_start|>,0.36144280433654785,generated_prefix,0.06788953393697739,0.004735449329018593,0.44252631068229675,0.4896238446235657,0.49976876481173726,1.0,2.663635239911424,0.8878784133038079
52,46494,Ġenhancing,271,0,context_other,151644,<|im_start|>,0.31996950507164,generated_prefix,0.055593036115169525,0.006244140677154064,0.4074726998806,0.5369409322738647,0.44407443700924515,1.0,2.837548143962748,0.945849381320916
53,279,Ġthe,272,0,context_other,151644,<|im_start|>,0.39774832129478455,context_other,0.034463681280612946,0.006665549241006374,0.4863770008087158,0.4791899025440216,0.4315058210199999,1.0,2.871255333110878,0.9570851110369594
54,8084,Ġoverall,273,0,context_other,151644,<|im_start|>,0.36580657958984375,generated_prefix,0.05880964547395706,0.007159757427871227,0.43264204263687134,0.5085642337799072,0.5191655704394443,1.0,2.5798188369316546,0.8599396123105515
55,8372,Ġeth,274,0,context_other,151644,<|im_start|>,0.38568058609962463,generated_prefix,0.05097862333059311,0.007844538427889347,0.464402973651886,0.4846472144126892,0.4994044289873132,1.0,2.6677034849180963,0.8892344949726988
56,43253,ereal,275,0,context_other,151644,<|im_start|>,0.44671064615249634,context_other,0.0538637712597847,0.005614025052636862,0.5672289729118347,0.3789222240447998,0.47059607613685667,1.0,2.7577429274843666,0.9192476424947889
57,323,Ġand,276,0,context_other,151644,<|im_start|>,0.38306209444999695,generated_prefix,0.05127483978867531,0.007038737181574106,0.4691828489303589,0.479576051235199,0.4940045607268742,1.0,2.685291570367387,0.8950971901224624
58,7904,Ġdream,277,0,context_other,151644,<|im_start|>,0.36911246180534363,generated_prefix,0.05219937115907669,0.005880167242139578,0.452868789434433,0.4949619770050049,0.46325256900321937,1.0,2.779822351198378,0.9266074503994594
59,88,y,278,0,context_other,151644,<|im_start|>,0.4297542870044708,context_other,0.04815945774316788,0.005346933379769325,0.5339810252189636,0.4178239405155182,0.5098172411258501,1.0,2.6301722727416292,0.8767240909138764
60,16566,Ġatmosphere,279,0,context_other,151644,<|im_start|>,0.3357844948768616,generated_prefix,0.045793190598487854,0.00912645272910595,0.4192950129508972,0.5349327325820923,0.5285104659912685,1.0,2.55386774506401,0.85128924835467
61,315,Ġof,280,0,context_other,151644,<|im_start|>,0.33172547817230225,generated_prefix,0.03752188757061958,0.00995119009166956,0.42040902376174927,0.5420789122581482,0.4904476917146256,1.0,2.674550064946618,0.8915166883155393
62,279,Ġthe,281,0,context_other,151644,<|im_start|>,0.3408055901527405,generated_prefix,0.04407985508441925,0.01154746301472187,0.4200376570224762,0.5359256267547607,0.5370555466032163,1.0,2.4619285174253713,0.8206428391417905
63,28309,Ġartwork,282,0,context_other,151644,<|im_start|>,0.33858752250671387,generated_prefix,0.05435919016599655,0.013978836126625538,0.4135212004184723,0.5321065783500671,0.6255207229530367,1.0,2.14821780906665,0.7160726030222166
64,13,.,283,0,context_other,151644,<|im_start|>,0.34570372104644775,generated_prefix,0.058673687279224396,0.014386006630957127,0.44235387444496155,0.4989599287509918,0.5489180744018023,1.0,2.476596577530586,0.8255321925101953
65,576,ĠThe,284,0,context_other,151644,<|im_start|>,0.33322906494140625,generated_prefix,0.06858199089765549,0.014817051589488983,0.44747084379196167,0.4839755594730377,0.36902819841595885,1.0,2.963276539449441,0.987758846483147
66,1697,Ġperson,285,0,context_other,151644,<|im_start|>,0.34519684314727783,generated_prefix,0.08416055142879486,0.010241096839308739,0.4118598401546478,0.5039664506912231,0.4721653040560756,1.0,2.7602885410660356,0.9200961803553452
67,594,'s,286,0,context_other,151644,<|im_start|>,0.34452688694000244,generated_prefix,0.0809803456068039,0.007771651726216078,0.4303184747695923,0.4886642396450043,0.5022084850380434,1.0,2.6557591480290395,0.8852530493430132
68,3579,Ġface,287,0,context_other,151644,<|im_start|>,0.34363415837287903,generated_prefix,0.10562677681446075,0.006616335362195969,0.41483423113822937,0.4795200824737549,0.46694127278429376,1.0,2.7737958608350746,0.9245986202783582
69,374,Ġis,288,0,context_other,151644,<|im_start|>,0.36779701709747314,context_other,0.09129399061203003,0.005475267302244902,0.45495516061782837,0.4537470042705536,0.46665351822458273,1.0,2.7775451004158245,0.9258483668052748
70,25244,Ġpartially,289,0,context_other,151644,<|im_start|>,0.34610214829444885,generated_prefix,0.08298316597938538,0.005805931985378265,0.42692098021507263,0.4901081323623657,0.4112292094156115,1.0,2.9202383807867687,0.9734127935955895
71,9434,Ġvisible,290,0,context_other,151644,<|im_start|>,0.3952347934246063,context_other,0.0843992605805397,0.005894984118640423,0.477163702249527,0.43838125467300415,0.4437866319224746,1.0,2.8435788603538805,0.9478596201179602
72,11,",",291,0,context_other,151644,<|im_start|>,0.3533475399017334,generated_prefix,0.06744473427534103,0.005858215037733316,0.43693894147872925,0.4955430328845978,0.5061355259891541,1.0,2.6428622943333493,0.8809540981111165
73,448,Ġwith,292,0,context_other,151644,<|im_start|>,0.3147096037864685,generated_prefix,0.0636872723698616,0.005486275069415569,0.397451251745224,0.5388919115066528,0.40491301499632565,1.0,2.931724334273386,0.9772414447577953
74,264,Ġa,293,0,context_other,151644,<|im_start|>,0.34127140045166016,generated_prefix,0.0909314900636673,0.0040414463728666306,0.40664801001548767,0.5023705363273621,0.425378704081374,1.0,2.8894506697827924,0.9631502232609308
75,94763,Ġserene,294,0,context_other,151644,<|im_start|>,0.3536854386329651,generated_prefix,0.0925011932849884,0.003784887958317995,0.4271151125431061,0.48038628697395325,0.4784769841479776,1.0,2.738788605594022,0.9129295351980073
76,7493,Ġexpression,295,0,context_other,151644,<|im_start|>,0.38653767108917236,context_other,0.0679273009300232,0.0038728255312889814,0.46623694896698,0.4658244848251343,0.4801161909114525,1.0,2.7332144399222655,0.9110714799740885
77,323,Ġand,296,0,context_other,151644,<|im_start|>,0.3538851737976074,generated_prefix,0.06467808037996292,0.0035901530645787716,0.4376565217971802,0.4976465106010437,0.4602079562426757,1.0,2.787705617825709,0.929235205941903
78,264,Ġa,297,0,context_other,151644,<|im_start|>,0.33466336131095886,generated_prefix,0.07546497881412506,0.003163720481097698,0.40571004152297974,0.518785834312439,0.42624765272140075,1.0,2.885802044844429,0.961934014948143
79,21700,Ġgentle,298,0,context_other,151644,<|im_start|>,0.3488158583641052,generated_prefix,0.08278922736644745,0.002938351361081004,0.4233686923980713,0.4937743544578552,0.43970078580058214,1.0,2.8499408152594574,0.9499802717531525
80,35396,Ġgaze,299,0,context_other,151644,<|im_start|>,0.3767785131931305,generated_prefix,0.07455913722515106,0.0031845129560679197,0.4562627077102661,0.46915552020072937,0.4415571872359463,1.0,2.8273584250823522,0.942452808360784
81,15540,Ġdirected,300,0,context_other,151644,<|im_start|>,0.36850306391716003,generated_prefix,0.058601222932338715,0.003425754839554429,0.4533410966396332,0.488127201795578,0.42155115317526315,1.0,2.8950736635050296,0.9650245545016766
82,6974,Ġtowards,301,0,context_other,151644,<|im_start|>,0.3927527964115143,context_other,0.05203033611178398,0.004090378060936928,0.48061078786849976,0.46734824776649475,0.43398261843666114,1.0,2.8685917031272914,0.9561972343757638
83,279,Ġthe,302,0,context_other,151644,<|im_start|>,0.3835100531578064,context_other,0.06011173129081726,0.004683580249547958,0.480243980884552,0.4596354067325592,0.4840430598319015,1.0,2.7137198003116656,0.9045732667705552
84,25708,Ġviewer,303,0,context_other,151644,<|im_start|>,0.37428247928619385,generated_prefix,0.052763938903808594,0.005672589875757694,0.45045796036720276,0.4967830777168274,0.5574490916526744,1.0,2.4436744415069294,0.8145581471689765
85,13,.,304,0,context_other,151644,<|im_start|>,0.3602655529975891,generated_prefix,0.04234085604548454,0.006183551624417305,0.4464256763458252,0.5112124085426331,0.5077171032080846,1.0,2.634762613979636,0.8782542046598786
86,576,ĠThe,305,0,context_other,151644,<|im_start|>,0.3238774538040161,generated_prefix,0.05897761136293411,0.01054137758910656,0.42697831988334656,0.5139843225479126,0.37223884365702903,1.0,2.9334451741957586,0.9778150580652528
87,18824,Ġpainting,306,0,context_other,151644,<|im_start|>,0.33906158804893494,generated_prefix,0.06843418627977371,0.00745371263474226,0.40778905153274536,0.5237593650817871,0.4472851912377334,1.0,2.825747429571436,0.9419158098571453
88,1707,Ġstyle,307,0,context_other,151644,<|im_start|>,0.34041109681129456,generated_prefix,0.053250737488269806,0.00989979412406683,0.43427029252052307,0.5124463438987732,0.4814943296798075,1.0,2.729293196869929,0.909764398956643
89,374,Ġis,308,0,context_other,151644,<|im_start|>,0.38040459156036377,generated_prefix,0.04375329613685608,0.0076484703458845615,0.47329723834991455,0.48299044370651245,0.42560620372707036,1.0,2.8877557460273073,0.9625852486757691
90,15590,Ġfluid,309,0,context_other,151644,<|im_start|>,0.3613661229610443,generated_prefix,0.05342407524585724,0.006369606591761112,0.4487171769142151,0.49785271286964417,0.4083557807633603,1.0,2.9244065302957387,0.9748021767652463
91,323,Ġand,310,0,context_other,151644,<|im_start|>,0.4116305410861969,context_other,0.037638112902641296,0.0036939680576324463,0.5004193782806396,0.46191054582595825,0.4963854841507394,1.0,2.6635948473070923,0.8878649491023641
92,77123,Ġexpressive,311,0,context_other,151644,<|im_start|>,0.367128849029541,generated_prefix,0.04085075855255127,0.0036113234236836433,0.4479122459888458,0.5112242102622986,0.43615895821905604,1.0,2.8500179274790467,0.9500059758263489
93,11,",",312,0,context_other,151644,<|im_start|>,0.36571043729782104,generated_prefix,0.03336998075246811,0.0036100922152400017,0.45263001322746277,0.5139089226722717,0.46132075581216864,1.0,2.7785668093540825,0.9261889364513608
94,39780,Ġcapturing,313,0,context_other,151644,<|im_start|>,0.31721770763397217,generated_prefix,0.03056882508099079,0.005632877349853516,0.4080832004547119,0.5613026022911072,0.3724704691732625,1.0,2.974572850160978,0.9915242833869926
95,279,Ġthe,314,0,context_other,151644,<|im_start|>,0.36161869764328003,generated_prefix,0.03806115686893463,0.004877953790128231,0.44498103857040405,0.5170131921768188,0.45887478824048056,1.0,2.7899966297100858,0.9299988765700286
96,27491,Ġessence,315,0,context_other,151644,<|im_start|>,0.3501976430416107,generated_prefix,0.04870215430855751,0.004145291168242693,0.416296124458313,0.5349674224853516,0.5033301149355562,1.0,2.630440786680202,0.8768135955600673
97,315,Ġof,316,0,context_other,151644,<|im_start|>,0.3872767388820648,generated_prefix,0.030768027529120445,0.004489603452384472,0.4701968729496002,0.49908629059791565,0.46933505162658756,1.0,2.743792046294265,0.914597348764755
98,279,Ġthe,317,0,context_other,151644,<|im_start|>,0.3632713258266449,generated_prefix,0.057903461158275604,0.004436693619936705,0.42629075050354004,0.5157892107963562,0.46162804622760495,1.0,2.6925703303462085,0.8975234434487361
99,3832,Ġsubject,318,0,context_other,151644,<|im_start|>,0.33486926555633545,generated_prefix,0.049271997064352036,0.005847056396305561,0.3892269730567932,0.5615131258964539,0.5241425965825713,1.0,2.5084878007051072,0.8361626002350357
100,448,Ġwith,319,0,context_other,151644,<|im_start|>,0.3407009541988373,generated_prefix,0.037900373339653015,0.004752803593873978,0.4138924777507782,0.5481700301170349,0.5248645773976129,1.0,2.568029852748421,0.8560099509161403
101,264,Ġa,320,0,context_other,151644,<|im_start|>,0.3380824029445648,generated_prefix,0.032740041613578796,0.0035124868154525757,0.41396504640579224,0.5532933473587036,0.4116618330512178,1.0,2.914881229112615,0.9716270763708716
102,5530,Ġsense,321,0,context_other,151644,<|im_start|>,0.3409062623977661,generated_prefix,0.03881154954433441,0.003596031107008457,0.4202192425727844,0.5409181118011475,0.4344049363813251,1.0,2.8605256199823565,0.9535085399941189
103,315,Ġof,322,0,context_other,151644,<|im_start|>,0.38889795541763306,generated_prefix,0.018995298072695732,0.004167806822806597,0.479748010635376,0.5012917518615723,0.39982000038657933,1.0,2.9227647032312842,0.9742549010770948
104,7203,Ġmovement,323,0,context_other,151644,<|im_start|>,0.3715008795261383,generated_prefix,0.03805966675281525,0.003215463599190116,0.450818806886673,0.511094331741333,0.5009878126567896,1.0,2.6630862500678316,0.8876954166892772
105,323,Ġand,324,0,context_other,151644,<|im_start|>,0.35889267921447754,generated_prefix,0.03265945613384247,0.002621851395815611,0.4347040057182312,0.5326273441314697,0.4741272929390416,1.0,2.7542546364449216,0.9180848788149739
106,19772,Ġemotion,325,0,context_other,151644,<|im_start|>,0.34674006700515747,generated_prefix,0.031190326437354088,0.0024513136595487595,0.4231696128845215,0.5455973148345947,0.45939254079856295,1.0,2.7996469027991506,0.9332156342663835
107,13,.,326,0,context_other,151644,<|im_start|>,0.3510574400424957,generated_prefix,0.026035580784082413,0.0033660263288766146,0.4299231171607971,0.5440324544906616,0.45147016598841266,1.0,2.8183695275855483,0.9394565091951828
108,151645,<|im_end|>,327,0,context_other,151644,<|im_start|>,0.33685192465782166,generated_prefix,0.04236897826194763,0.011735026724636555,0.45155614614486694,0.5060960650444031,0.4043744601853165,1.0,2.866671202198559,0.9555570673995196
