step,generated_image_token_id,source_length,top_source_pos,top_source_group,top_source_token_id,top_source_token,top_source_weight,max_group,prompt_text_mass,prompt_wrapper_mass,generated_image_prefix_mass,prompt_top1_ratio,prompt_top5_ratio,prompt_effective_token_count,prompt_effective_fraction
30,4501,84,0,prompt_wrapper,100601,<|User|>,0.3425214886665344,prompt_wrapper,0.05929216742515564,0.70210400223732,0.23863650858402252,0.12524840381952385,0.37667104168603904,22.542802788109313,0.46964172475227733
31,8013,85,0,prompt_wrapper,100601,<|User|>,0.35686081647872925,prompt_wrapper,0.0579681396484375,0.710177481174469,0.23187536001205444,0.126153410218458,0.385046974738418,22.042116653347634,0.45921076361140906
32,10098,86,0,prompt_wrapper,100601,<|User|>,0.35994651913642883,prompt_wrapper,0.05813203752040863,0.712884858250618,0.22896137833595276,0.12647660640704403,0.38499650746249525,22.175709656175492,0.46199395117032277
33,14838,87,0,prompt_wrapper,100601,<|User|>,0.3436347544193268,prompt_wrapper,0.0598783940076828,0.6987275630235672,0.24136412143707275,0.12218664758679575,0.3750080567473735,23.020171769561973,0.47958691186587443
34,3891,88,50,prompt_wrapper,185,Ċ,0.328774631023407,prompt_wrapper,0.0597396045923233,0.6845648139715195,0.25570183992385864,0.11722456646288641,0.3687585696586504,23.516773168846225,0.489932774350963
35,7641,89,50,prompt_wrapper,185,Ċ,0.34352585673332214,prompt_wrapper,0.058591023087501526,0.6879313439130783,0.25348615646362305,0.12109785198387478,0.37731804509538075,22.660670429714774,0.4720973006190578
36,6129,90,50,prompt_wrapper,185,Ċ,0.33794108033180237,prompt_wrapper,0.06011448800563812,0.6739978343248367,0.26589083671569824,0.11766461226037779,0.3652706598433648,23.543716924825045,0.4904941026005218
37,2779,91,50,prompt_wrapper,185,Ċ,0.3275579512119293,prompt_wrapper,0.060271937400102615,0.6742367558181286,0.2655125558376312,0.12235443820354933,0.3716166974419198,22.90780665281756,0.47724597193369916
38,5674,92,50,prompt_wrapper,185,Ċ,0.3250254690647125,prompt_wrapper,0.058826759457588196,0.682548925280571,0.2585905194282532,0.12225636538555554,0.37847082816061717,22.71837725750219,0.4732995261979623
39,13210,93,0,prompt_wrapper,100601,<|User|>,0.33661314845085144,prompt_wrapper,0.0578785166144371,0.6925788298249245,0.24952134490013123,0.12533013077597313,0.3836498237779248,22.204241078563683,0.46258835580341007
40,10712,94,0,prompt_wrapper,100601,<|User|>,0.3371841311454773,prompt_wrapper,0.055947937071323395,0.6899926885962486,0.2540522813796997,0.13526134757274572,0.4002371422807075,20.64654111146725,0.43013627315556774
41,5747,95,0,prompt_wrapper,100601,<|User|>,0.33011409640312195,prompt_wrapper,0.05655885860323906,0.6877218373119831,0.2556619346141815,0.13344816858042827,0.3964299985977187,21.207369188750487,0.44182019143230183
42,11655,96,50,prompt_wrapper,185,Ċ,0.3312617838382721,prompt_wrapper,0.056939028203487396,0.6774219051003456,0.2655720114707947,0.1328749950766969,0.39024377318286935,21.666057839076405,0.4513762049807584
43,4549,97,50,prompt_wrapper,185,Ċ,0.32847335934638977,prompt_wrapper,0.05742645263671875,0.6859814524650574,0.25658944249153137,0.13087220316755513,0.3827736100558822,22.05942086345431,0.45957126798863146
44,2863,98,0,prompt_wrapper,100601,<|User|>,0.34577876329421997,prompt_wrapper,0.057155948132276535,0.6981747932732105,0.24466277658939362,0.13196581230284168,0.38249861513791295,21.836034537427068,0.45491738619639727
45,10434,99,0,prompt_wrapper,100601,<|User|>,0.3404749035835266,prompt_wrapper,0.05800909176468849,0.6845790110528469,0.2573810815811157,0.12960211562041055,0.3838135304071226,21.89947380915187,0.456239037690664
46,7462,100,0,prompt_wrapper,100601,<|User|>,0.33839258551597595,prompt_wrapper,0.05836310237646103,0.692339338362217,0.2493269443511963,0.13124432475553605,0.3875107664485866,21.55528809311066,0.44906850193980546
47,8968,101,50,prompt_wrapper,185,Ċ,0.3337017893791199,prompt_wrapper,0.05830487608909607,0.6916274726390839,0.2501274049282074,0.1319078548876066,0.3857403340954525,21.518968156681158,0.4483118365975241
48,3874,102,50,prompt_wrapper,185,Ċ,0.34570348262786865,prompt_wrapper,0.05631060525774956,0.6907310374081135,0.25296473503112793,0.12706513723455443,0.38232605261143615,21.912690894666177,0.4565143936388787
49,9812,103,50,prompt_wrapper,185,Ċ,0.34084340929985046,prompt_wrapper,0.05961138755083084,0.7062070295214653,0.23421625792980194,0.1229887197135824,0.36363755100204287,23.11136753476831,0.4814868236410064
50,3488,104,0,prompt_wrapper,100601,<|User|>,0.33621150255203247,prompt_wrapper,0.05770125985145569,0.6932425200939178,0.24901056289672852,0.11715541687993541,0.3664950961530019,23.43014309470865,0.4881279811397636
51,16369,105,0,prompt_wrapper,100601,<|User|>,0.3404945731163025,prompt_wrapper,0.05665513128042221,0.6865511909127235,0.25676634907722473,0.12628935808902617,0.38627327569530373,21.962659867471793,0.45755541390566234
52,956,106,0,prompt_wrapper,100601,<|User|>,0.3425446152687073,prompt_wrapper,0.057812899351119995,0.6809759438037872,0.26121118664741516,0.12532074326543047,0.38776068636239686,22.134966657411077,0.4611451386960641
53,3357,107,0,prompt_wrapper,100601,<|User|>,0.33265557885169983,prompt_wrapper,0.05810017138719559,0.679117850959301,0.2627677023410797,0.1313856480953692,0.3962180784919556,21.393460897212606,0.44569710202526264
54,9079,108,50,prompt_wrapper,185,Ċ,0.32317647337913513,prompt_wrapper,0.05731680989265442,0.6700150072574615,0.27265483140945435,0.13172569476761267,0.3922963962244824,21.55597244261524,0.4490827592211508
55,7334,109,50,prompt_wrapper,185,Ċ,0.32540908455848694,prompt_wrapper,0.055227119475603104,0.6692983917891979,0.2755080759525299,0.1361653323253007,0.39432416383848895,21.118404968540982,0.4399667701779371
56,13998,110,50,prompt_wrapper,185,Ċ,0.32757309079170227,prompt_wrapper,0.05363788455724716,0.6794412508606911,0.26690369844436646,0.13860236895857916,0.3927414745202736,20.861725632745937,0.43461928401554034
57,5419,111,0,prompt_wrapper,100601,<|User|>,0.32243654131889343,prompt_wrapper,0.0540023073554039,0.6777611151337624,0.2682415544986725,0.1376217876435193,0.3959541557769816,20.862529214964702,0.43463602531176465
58,4237,112,0,prompt_wrapper,100601,<|User|>,0.32759684324264526,prompt_wrapper,0.05371960997581482,0.6782502830028534,0.2680389881134033,0.13813318259158927,0.39323966550367234,20.80321416035047,0.4334002950073015
59,9251,113,0,prompt_wrapper,100601,<|User|>,0.32866159081459045,prompt_wrapper,0.053564026951789856,0.6833034604787827,0.263092577457428,0.140796736637882,0.40043710449585646,20.28158089018325,0.422532935212151
60,45,114,0,prompt_wrapper,100601,<|User|>,0.320513516664505,prompt_wrapper,0.05387203395366669,0.669726088643074,0.2764291763305664,0.1437729442111299,0.4116879872187329,19.699643034374454,0.4104092298828011
61,1937,115,50,prompt_wrapper,185,Ċ,0.3214491009712219,prompt_wrapper,0.05484228581190109,0.6687313988804817,0.2764180898666382,0.14148958972840886,0.40424935744137835,20.221168534868774,0.4212743444764328
62,8511,116,50,prompt_wrapper,185,Ċ,0.3244282305240631,prompt_wrapper,0.055450376123189926,0.6775088347494602,0.26705533266067505,0.13808512778129328,0.3987586839152596,20.565483240827,0.4284475675172292
63,5100,117,0,prompt_wrapper,100601,<|User|>,0.3287395238876343,prompt_wrapper,0.054350584745407104,0.6759212911128998,0.26967233419418335,0.13754729045793093,0.3994521723109519,20.4088412756578,0.4251841932428708
64,9360,118,0,prompt_wrapper,100601,<|User|>,0.32781463861465454,prompt_wrapper,0.053334496915340424,0.6747780814766884,0.2718323767185211,0.13803179396055143,0.40786023760780116,20.061328412094728,0.41794434191864016
65,4115,119,0,prompt_wrapper,100601,<|User|>,0.3224908709526062,prompt_wrapper,0.05289539322257042,0.6759220696985722,0.27116918563842773,0.13625358379136446,0.4065122125862534,20.161476833737076,0.42003076736952244
66,4549,120,50,prompt_wrapper,185,Ċ,0.3260993957519531,prompt_wrapper,0.05326390266418457,0.6745544672012329,0.2721606194972992,0.13737758708959066,0.4022123497683579,20.47246383142658,0.42650966315472044
67,5000,121,50,prompt_wrapper,185,Ċ,0.32437488436698914,prompt_wrapper,0.052794452756643295,0.6791808642446995,0.26799651980400085,0.14272207303422835,0.4147874847859176,19.676436026451633,0.40992575055107566
68,14997,122,0,prompt_wrapper,100601,<|User|>,0.3288111388683319,prompt_wrapper,0.05381987616419792,0.6785283870995045,0.26768186688423157,0.14184454415029443,0.4087280319326362,20.017556398729567,0.41703242497353266
69,8238,123,0,prompt_wrapper,100601,<|User|>,0.3258083462715149,prompt_wrapper,0.05312429368495941,0.6729847937822342,0.2739255726337433,0.14478545513730148,0.406904932272796,19.85845714433719,0.4137178571736915
70,8155,124,0,prompt_wrapper,100601,<|User|>,0.323647677898407,prompt_wrapper,0.05398482829332352,0.6738795563578606,0.27215486764907837,0.14493126356921554,0.40806315203138516,19.94147302432925,0.41544735467352606
71,14294,125,50,prompt_wrapper,185,Ċ,0.32912927865982056,prompt_wrapper,0.05407428741455078,0.6774834394454956,0.26837825775146484,0.14697082199828926,0.41435573915142593,19.491291536595526,0.40606857367907345
72,7776,126,50,prompt_wrapper,185,Ċ,0.33640891313552856,prompt_wrapper,0.054435551166534424,0.6767584681510925,0.2687326967716217,0.14061121892645934,0.401768165627734,20.269367827096968,0.4222784963978535
73,14484,127,50,prompt_wrapper,185,Ċ,0.33720526099205017,prompt_wrapper,0.05576552078127861,0.7001205570995808,0.2440788894891739,0.13296164393023843,0.3929221013767847,21.22869900855198,0.4422645626781663
74,11621,128,0,prompt_wrapper,100601,<|User|>,0.3319753110408783,prompt_wrapper,0.05429153889417648,0.6836944296956062,0.2620225250720978,0.13433485897338604,0.4059380226425907,20.65149371782769,0.43023945245474354
75,7232,129,0,prompt_wrapper,100601,<|User|>,0.34788233041763306,prompt_wrapper,0.052986614406108856,0.6863111928105354,0.2607191503047943,0.13417896463637677,0.40189272165768647,20.73429727995767,0.4319645266657848
76,15931,130,0,prompt_wrapper,100601,<|User|>,0.3553422689437866,prompt_wrapper,0.05345946177840233,0.6803748644888401,0.26615044474601746,0.13639513212684093,0.40610170507264076,20.33564704444959,0.42365931342603314
77,8377,131,0,prompt_wrapper,100601,<|User|>,0.35146427154541016,prompt_wrapper,0.05226137489080429,0.679925836622715,0.26788946986198425,0.13670394508271053,0.405926242047969,20.200678544496487,0.42084746967701014
78,14698,132,0,prompt_wrapper,100601,<|User|>,0.33187738060951233,prompt_wrapper,0.051833830773830414,0.672959066927433,0.27517643570899963,0.14071921465213766,0.412574013381306,19.59297560071394,0.40818699168154043
79,1928,133,50,prompt_wrapper,185,Ċ,0.3174836039543152,prompt_wrapper,0.0523676835000515,0.663341823965311,0.2842522859573364,0.13561489713952346,0.39852029647423415,20.54572195937377,0.42803587415362016
80,1559,134,50,prompt_wrapper,185,Ċ,0.3280748128890991,prompt_wrapper,0.05255156010389328,0.669850118458271,0.27757927775382996,0.14363725837548705,0.4120186277416224,19.3541008742377,0.4032104348799521
81,11,135,50,prompt_wrapper,185,Ċ,0.32135432958602905,prompt_wrapper,0.05081295967102051,0.6670383214950562,0.2821037471294403,0.14175430718475074,0.4167075513196481,19.47002903951866,0.4056256049899721
82,14096,136,0,prompt_wrapper,100601,<|User|>,0.3186403214931488,prompt_wrapper,0.05103617161512375,0.6697558239102364,0.2792293131351471,0.14208825009025602,0.4181343275193326,19.355366413841885,0.4032368002883726
83,8457,137,50,prompt_wrapper,185,Ċ,0.3219652771949768,prompt_wrapper,0.05276711285114288,0.6732781380414963,0.2739408016204834,0.13801316969586921,0.4091086036958144,20.10971998111371,0.41895249960653563
84,7389,138,50,prompt_wrapper,185,Ċ,0.325536847114563,prompt_wrapper,0.05484989285469055,0.6633545458316803,0.2818107008934021,0.13770019993675484,0.4082837509922807,20.063573191624396,0.4179911081588416
85,8192,139,50,prompt_wrapper,185,Ċ,0.33450353145599365,prompt_wrapper,0.05277084559202194,0.6617258861660957,0.2855626046657562,0.1438269392130184,0.41539134405218964,19.531969135869986,0.406916023663958
86,9485,140,50,prompt_wrapper,185,Ċ,0.3307596743106842,prompt_wrapper,0.053139638155698776,0.6558111198246479,0.29107558727264404,0.1398190747238454,0.4025684838715354,20.222908950295622,0.4213106031311588
87,531,141,50,prompt_wrapper,185,Ċ,0.3146062195301056,prompt_wrapper,0.051841795444488525,0.6541854739189148,0.29398611187934875,0.14349132261621295,0.3990857833358819,20.14454414195207,0.4196780029573348
88,11349,142,0,prompt_wrapper,100601,<|User|>,0.33525723218917847,prompt_wrapper,0.05146297812461853,0.6742246448993683,0.27430394291877747,0.15285465158028297,0.4185740361857783,18.63953602521203,0.3883236671919173
89,9559,143,0,prompt_wrapper,100601,<|User|>,0.3391910195350647,prompt_wrapper,0.05132889747619629,0.6736555099487305,0.2750281095504761,0.1506529268506519,0.4152022107492719,19.011346418969396,0.3960697170618624
90,2687,144,0,prompt_wrapper,100601,<|User|>,0.32309019565582275,prompt_wrapper,0.05134449899196625,0.6666479855775833,0.2820383906364441,0.15517861034904376,0.4224643763145117,18.494050168789794,0.38529271184978736
91,15124,145,50,prompt_wrapper,185,Ċ,0.32342368364334106,prompt_wrapper,0.05094284936785698,0.6655089743435383,0.2835609018802643,0.15537770860952432,0.42242900790186844,18.492364267919356,0.38525758891498657
92,4970,146,50,prompt_wrapper,185,Ċ,0.3317747116088867,prompt_wrapper,0.05051073804497719,0.6604759953916073,0.2890254855155945,0.1465126010104232,0.4067226678795502,19.65818767187194,0.4095455764973321
93,11745,147,50,prompt_wrapper,185,Ċ,0.3271627426147461,prompt_wrapper,0.050654277205467224,0.6622669249773026,0.28705838322639465,0.1539010222098277,0.4120554923572176,18.88852908514829,0.393511022607256
94,7859,148,50,prompt_wrapper,185,Ċ,0.3190758526325226,prompt_wrapper,0.05162176489830017,0.6653390228748322,0.2830430269241333,0.1484197879760227,0.4076642376853128,19.57689080006812,0.40785189166808583
95,8941,149,0,prompt_wrapper,100601,<|User|>,0.3303051292896271,prompt_wrapper,0.05165170133113861,0.6732210069894791,0.2751104235649109,0.14852367605452174,0.4122296422656289,19.417610319641053,0.40453354832585525
96,5119,150,0,prompt_wrapper,100601,<|User|>,0.3355270028114319,prompt_wrapper,0.05187669396400452,0.679198294878006,0.26894161105155945,0.15240551823325538,0.42548463456795654,18.580321767508803,0.38709003682310006
97,5513,151,0,prompt_wrapper,100601,<|User|>,0.33906447887420654,prompt_wrapper,0.05457378178834915,0.6894318982958794,0.2559831440448761,0.14172772035541326,0.4007321254772676,20.315939051574855,0.4232487302411428
98,5526,152,0,prompt_wrapper,100601,<|User|>,0.3319188952445984,prompt_wrapper,0.051891881972551346,0.6828869991004467,0.265206515789032,0.1391753946500052,0.4080079422117802,20.26172664778367,0.42211930516215984
99,5609,153,0,prompt_wrapper,100601,<|User|>,0.322248637676239,prompt_wrapper,0.05050741881132126,0.6673925593495369,0.28207385540008545,0.14591055106873574,0.4120206458453773,19.455267424728902,0.40531807134851877
100,13273,154,0,prompt_wrapper,100601,<|User|>,0.33056896924972534,prompt_wrapper,0.050160303711891174,0.6661223024129868,0.28373193740844727,0.14598568423275973,0.417768613638936,19.235216923011354,0.4007336858960699
101,13274,155,0,prompt_wrapper,100601,<|User|>,0.326661616563797,prompt_wrapper,0.0506778284907341,0.6635075882077217,0.2858661711215973,0.14305257250844364,0.4146347846170968,19.551491864057105,0.4073227471678564
102,8186,156,0,prompt_wrapper,100601,<|User|>,0.322380393743515,prompt_wrapper,0.04958560690283775,0.6610405184328556,0.2893904447555542,0.14431579947763182,0.4226384213707413,19.12413079587872,0.3984193915808067
103,929,157,50,prompt_wrapper,185,Ċ,0.31841304898262024,prompt_wrapper,0.05009700357913971,0.6605620235204697,0.28930842876434326,0.14466502989482602,0.43081324307627145,18.642513951329114,0.38838570731935657
104,4571,158,50,prompt_wrapper,185,Ċ,0.326119065284729,prompt_wrapper,0.05107136070728302,0.6528058499097824,0.29610228538513184,0.14826160972894148,0.4320347756467769,18.426075122721873,0.3838765650567057
105,3798,159,50,prompt_wrapper,185,Ċ,0.3313554525375366,prompt_wrapper,0.05062034726142883,0.6522080600261688,0.2971931993961334,0.14902285209271274,0.4274297159849918,18.592854828696378,0.3873511422645079
106,7798,160,50,prompt_wrapper,185,Ċ,0.33023902773857117,prompt_wrapper,0.053254373371601105,0.6538014337420464,0.29292646050453186,0.14411988132934303,0.4045278811407504,19.66557980604793,0.4096995792926652
107,15959,161,50,prompt_wrapper,185,Ċ,0.32386597990989685,prompt_wrapper,0.05414217710494995,0.6646721959114075,0.28119125962257385,0.14154210255076485,0.39127932498857826,20.412316583431668,0.42525659548815975
108,13652,162,50,prompt_wrapper,185,Ċ,0.3223496675491333,prompt_wrapper,0.05125020816922188,0.6752882711589336,0.27348220348358154,0.1433012956034557,0.40681371363559016,19.783638154545145,0.41215912821969053
109,5934,163,0,prompt_wrapper,100601,<|User|>,0.31845754384994507,prompt_wrapper,0.04852825403213501,0.6681222915649414,0.2833375930786133,0.14889234452552233,0.41732006806940575,18.99602873762615,0.3957505987005448
110,1996,164,0,prompt_wrapper,100601,<|User|>,0.3185940980911255,prompt_wrapper,0.04933483526110649,0.6627876050770283,0.28792423009872437,0.15249710059163107,0.4250844904097712,18.68964087562828,0.38936751824225585
111,12535,165,0,prompt_wrapper,100601,<|User|>,0.3251248002052307,prompt_wrapper,0.0493614599108696,0.6641728952527046,0.2864755094051361,0.1615120857793664,0.44733719053496335,17.342068752662982,0.3612930990138121
112,13021,166,0,prompt_wrapper,100601,<|User|>,0.32126033306121826,prompt_wrapper,0.048956550657749176,0.656183086335659,0.2948437035083771,0.16007542113736803,0.43953304579005686,17.6169805577741,0.3670204282869604
113,4343,167,0,prompt_wrapper,100601,<|User|>,0.31888607144355774,prompt_wrapper,0.049317799508571625,0.6545990481972694,0.2961225211620331,0.1545546935086866,0.42619354728572695,18.46002349307502,0.3845838227723963
114,1367,168,50,prompt_wrapper,185,Ċ,0.3130529522895813,prompt_wrapper,0.04799322038888931,0.6592189893126488,0.2928168475627899,0.1600300785945475,0.44039198073877045,17.666228111640866,0.36804641899251805
115,10205,169,50,prompt_wrapper,185,Ċ,0.3207758665084839,prompt_wrapper,0.048250723630189896,0.6551799885928631,0.296558678150177,0.16309659243348912,0.4455086990979528,17.088251348874444,0.35600523643488424
116,11450,170,50,prompt_wrapper,185,Ċ,0.31875964999198914,prompt_wrapper,0.047803767025470734,0.65544443577528,0.29671594500541687,0.15539859374359521,0.4328667528143597,18.008520682030877,0.3751775142089766
117,7775,171,0,prompt_wrapper,100601,<|User|>,0.3188805878162384,prompt_wrapper,0.04938461259007454,0.6623947434127331,0.2882160544395447,0.15788097059113507,0.4370892087484699,17.552103712091522,0.36566882733524003
118,3264,172,0,prompt_wrapper,100601,<|User|>,0.3368031680583954,prompt_wrapper,0.049036186188459396,0.6733162589371204,0.2776823937892914,0.16015665744970525,0.43148112090426455,17.806584934844327,0.37097051947592347
119,6120,173,0,prompt_wrapper,100601,<|User|>,0.34518709778785706,prompt_wrapper,0.050231557339429855,0.6702760048210621,0.27947354316711426,0.15741911613163848,0.4253903405468331,18.198888884035277,0.3791435184174016
120,4375,174,0,prompt_wrapper,100601,<|User|>,0.3581065237522125,prompt_wrapper,0.049709632992744446,0.6790461987257004,0.2712356150150299,0.15699689024768604,0.42535260496463234,18.288544478433558,0.38101134330069913
121,1233,175,0,prompt_wrapper,100601,<|User|>,0.3408488631248474,prompt_wrapper,0.05197794735431671,0.6884329169988632,0.2596002519130707,0.14633803764770234,0.4065662733671217,19.71660492540062,0.4107626026125129
122,13436,176,50,prompt_wrapper,185,Ċ,0.3273773491382599,prompt_wrapper,0.05151074379682541,0.6834964230656624,0.26501697301864624,0.14648656354706735,0.4138816949934586,19.259724947426967,0.4012442697380618
123,8982,177,50,prompt_wrapper,185,Ċ,0.32776668667793274,prompt_wrapper,0.04981817305088043,0.6656892150640488,0.2844783663749695,0.14549875592277076,0.42529232861166755,18.85761516589636,0.3928669826228408
124,4487,178,50,prompt_wrapper,185,Ċ,0.31936389207839966,prompt_wrapper,0.046628423035144806,0.6546661779284477,0.2987164258956909,0.15466825100054152,0.44574090564606295,17.46499616450697,0.3638540867605619
125,9783,179,0,prompt_wrapper,100601,<|User|>,0.32340186834335327,prompt_wrapper,0.04738438129425049,0.6600955128669739,0.29250913858413696,0.15482225805305305,0.4446578631735721,17.452159632132606,0.3635866590027626
126,13305,180,0,prompt_wrapper,100601,<|User|>,0.3285056948661804,prompt_wrapper,0.046777889132499695,0.6609195023775101,0.29231026768684387,0.1501727962057982,0.435356686759826,18.011145911454427,0.3752322064886339
127,7957,181,0,prompt_wrapper,100601,<|User|>,0.3199198544025421,prompt_wrapper,0.047766730189323425,0.6574717909097672,0.2947690188884735,0.15521522920565478,0.4427438200557717,17.556165350951726,0.3657534448114943
128,8129,182,50,prompt_wrapper,185,Ċ,0.32339829206466675,prompt_wrapper,0.0483965203166008,0.6571033075451851,0.29452842473983765,0.15647035348619104,0.44134385808640864,17.406488156321156,0.3626351699233574
129,14698,183,50,prompt_wrapper,185,Ċ,0.3326956331729889,prompt_wrapper,0.048107825219631195,0.6517023220658302,0.30018723011016846,0.1550504686984807,0.43123226031966,17.77786415513914,0.3703721698987321
130,10106,184,50,prompt_wrapper,185,Ċ,0.33563992381095886,prompt_wrapper,0.04808690771460533,0.6534256674349308,0.2984844446182251,0.14858688808714376,0.4164497443530411,18.864334105114004,0.39300696052320844
